677.86,118.29,5.5565,0,0,0,0,0,0,0,0,0,-201.09,27.543,-2.308,-248.03,110.96,-3.0674,0,0,0,-228.75,-256.79,-0.18101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118.29,1345.5,-5.2726,0,0,0,0,0,0,0,0,0,27.543,-195.79,1.2423,110.96,-287.45,3.5021,0,0,0,-256.79,-862.27,0.52818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5565,-5.2726,301.09,0,0,0,0,0,0,0,0,0,-2.308,1.2423,-89.007,-3.0674,3.5021,-96.75,0,0,0,-0.18101,0.52818,-115.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1123.3,-92.6,16.7,-350.01,220.8,-6.056,0,0,0,-269.45,-115.79,-2.889,0,0,0,0,0,0,0,0,0,0,0,0,-503.79,-12.416,-7.755,0,0,0,0,0,0,0,0,0
0,0,0,-92.6,1045.2,-6.9675,220.8,-473.41,6.8131,0,0,0,-115.79,-484.3,0.2533,0,0,0,0,0,0,0,0,0,0,0,0,-12.416,-87.491,-0.098884,0,0,0,0,0,0,0,0,0
0,0,0,16.7,-6.9675,208.47,-6.056,6.8131,-84.534,0,0,0,-2.889,0.2533,-64.473,0,0,0,0,0,0,0,0,0,0,0,0,-7.755,-0.098884,-59.462,0,0,0,0,0,0,0,0,0
0,0,0,-350.01,220.8,-6.056,860.01,-26.094,9.9292,-361.24,-38.447,-3.7181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-148.76,-156.26,-0.1551,0,0,0,0,0,0
0,0,0,220.8,-473.41,6.8131,-26.094,1101.4,-8.8573,-38.447,-180.06,-0.38988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-156.26,-447.98,2.4341,0,0,0,0,0,0
0,0,0,-6.056,6.8131,-84.534,9.9292,-8.8573,224.14,-3.7181,-0.38988,-106.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1551,2.4341,-32.877,0,0,0,0,0,0
0,0,0,0,0,0,-361.24,-38.447,-3.7181,960.05,20.295,12.45,0,0,0,-250.97,-153.72,-1.5386,-347.85,171.88,-7.1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-38.447,-180.06,-0.38988,20.295,1048.8,0.066552,0,0,0,-153.72,-495.77,-0.6313,171.88,-373.01,0.95463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-3.7181,-0.38988,-106.73,12.45,0.066552,261.15,0,0,0,-1.5386,-0.6313,-90.289,-7.1933,0.95463,-64.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-201.09,27.543,-2.308,-269.45,-115.79,-2.889,0,0,0,0,0,0,758.09,-177.48,11.609,0,0,0,0,0,0,0,0,0,-287.56,265.72,-6.4117,0,0,0,0,0,0,0,0,0,0,0,0
27.543,-195.79,1.2423,-115.79,-484.3,0.2533,0,0,0,0,0,0,-177.48,1155.4,-9.1542,0,0,0,0,0,0,0,0,0,265.72,-475.31,7.6585,0,0,0,0,0,0,0,0,0,0,0,0
-2.308,1.2423,-89.007,-2.889,0.2533,-64.473,0,0,0,0,0,0,11.609,-9.1542,169.9,0,0,0,0,0,0,0,0,0,-6.4117,7.6585,-16.417,0,0,0,0,0,0,0,0,0,0,0,0
-248.03,110.96,-3.0674,0,0,0,0,0,0,-250.97,-153.72,-1.5386,0,0,0,498.99,42.764,4.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.96,-287.45,3.5021,0,0,0,0,0,0,-153.72,-495.77,-0.6313,0,0,0,42.764,783.22,-2.8708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.0674,3.5021,-96.75,0,0,0,0,0,0,-1.5386,-0.6313,-90.289,0,0,0,4.606,-2.8708,187.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-347.85,171.88,-7.1933,0,0,0,0,0,0,1172.4,124.19,-22.134,0,0,0,0,0,0,0,0,0,0,0,0,-176.36,-183.33,-28.636,-648.17,-112.74,57.964
0,0,0,0,0,0,0,0,0,171.88,-373.01,0.95463,0,0,0,0,0,0,124.19,1114.2,94.827,0,0,0,0,0,0,0,0,0,0,0,0,-183.33,-612.63,-98.055,-112.74,-128.59,2.2735
0,0,0,0,0,0,0,0,0,-7.1933,0.95463,-64.135,0,0,0,0,0,0,-22.134,94.827,82.619,0,0,0,0,0,0,0,0,0,0,0,0,-28.636,-98.055,-9.0236,57.964,2.2735,-9.4608
-228.75,-256.79,-0.18101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.75,256.79,0.18101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-256.79,-862.27,0.52818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.79,862.27,-0.52818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.18101,0.52818,-115.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18101,-0.52818,115.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-287.56,265.72,-6.4117,0,0,0,0,0,0,0,0,0,287.56,-265.72,6.4117,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,265.72,-475.31,7.6585,0,0,0,0,0,0,0,0,0,-265.72,475.31,-7.6585,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-6.4117,7.6585,-16.417,0,0,0,0,0,0,0,0,0,6.4117,-7.6585,16.417,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-503.79,-12.416,-7.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.79,12.416,7.755,0,0,0,0,0,0,0,0,0
0,0,0,-12.416,-87.491,-0.098884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.416,87.491,0.098884,0,0,0,0,0,0,0,0,0
0,0,0,-7.755,-0.098884,-59.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.755,0.098884,59.462,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-148.76,-156.26,-0.1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.76,156.26,0.1551,0,0,0,0,0,0
0,0,0,0,0,0,-156.26,-447.98,2.4341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.26,447.98,-2.4341,0,0,0,0,0,0
0,0,0,0,0,0,-0.1551,2.4341,-32.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1551,-2.4341,32.877,0,0,0,0,0,0
